Indicators,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Gross domestic product - Price index (2022=100),62,62,64,65,67,69,71,72,75,76,78,79,80,82,83,84,85,87,89,91,95,95,100,107
