Country code,Country,Period,IsLatestYear,Sex,Sex,FactValueNumeric
MDA,Republic of Moldova,2021,TRUE,Male,SEX_MLE,65.53
RUS,Russian Federation,2021,TRUE,Male,SEX_MLE,65.57
TKM,Turkmenistan,2021,TRUE,Male,SEX_MLE,65.71
UKR,Ukraine,2021,TRUE,Male,SEX_MLE,66.33
KAZ,Kazakhstan,2021,TRUE,Male,SEX_MLE,66.37
GEO,Georgia,2021,TRUE,Male,SEX_MLE,66.85
BGR,Bulgaria,2021,TRUE,Male,SEX_MLE,67.98
BLR,Belarus,2021,TRUE,Male,SEX_MLE,68.06
KGZ,Kyrgyzstan,2021,TRUE,Male,SEX_MLE,68.53
LVA,Latvia,2021,TRUE,Male,SEX_MLE,68.5
ARM,Armenia,2021,TRUE,Male,SEX_MLE,68.6
TKM,Turkmenistan,2021,TRUE,Both sexes,SEX_BTSX,69.12
ROU,Romania,2021,TRUE,Male,SEX_MLE,69.21
MDA,Republic of Moldova,2021,TRUE,Both sexes,SEX_BTSX,69.56
LTU,Lithuania,2021,TRUE,Male,SEX_MLE,69.59
RUS,Russian Federation,2021,TRUE,Both sexes,SEX_BTSX,70.02
SRB,Serbia,2021,TRUE,Male,SEX_MLE,69.99
UZB,Uzbekistan,2021,TRUE,Male,SEX_MLE,70.16
TJK,Tajikistan,2021,TRUE,Male,SEX_MLE,70.17
KAZ,Kazakhstan,2021,TRUE,Both sexes,SEX_BTSX,70.28
AZE,Azerbaijan,2021,TRUE,Male,SEX_MLE,70.5
UKR,Ukraine,2021,TRUE,Both sexes,SEX_BTSX,70.91
MKD,North Macedonia,2021,TRUE,Male,SEX_MLE,70.85
HUN,Hungary,2021,TRUE,Male,SEX_MLE,70.94
SVK,Slovakia,2021,TRUE,Male,SEX_MLE,71.13
GEO,Georgia,2021,TRUE,Both sexes,SEX_BTSX,71.24
BGR,Bulgaria,2021,TRUE,Both sexes,SEX_BTSX,71.31
MNE,Montenegro,2021,TRUE,Male,SEX_MLE,71.62
POL,Poland,2021,TRUE,Male,SEX_MLE,71.55
TJK,Tajikistan,2021,TRUE,Both sexes,SEX_BTSX,71.81
KGZ,Kyrgyzstan,2021,TRUE,Both sexes,SEX_BTSX,72.19
UZB,Uzbekistan,2021,TRUE,Both sexes,SEX_BTSX,72.19
TKM,Turkmenistan,2021,TRUE,Female,SEX_FMLE,72.5
TUR,Türkiye,2021,TRUE,Male,SEX_MLE,72.54
BIH,Bosnia and Herzegovina,2021,TRUE,Male,SEX_MLE,72.56
ROU,Romania,2021,TRUE,Both sexes,SEX_BTSX,72.76
EST,Estonia,2021,TRUE,Male,SEX_MLE,72.83
SRB,Serbia,2021,TRUE,Both sexes,SEX_BTSX,72.81
AZE,Azerbaijan,2021,TRUE,Both sexes,SEX_BTSX,72.91
MKD,North Macedonia,2021,TRUE,Both sexes,SEX_BTSX,73
ARM,Armenia,2021,TRUE,Both sexes,SEX_BTSX,72.98
BLR,Belarus,2021,TRUE,Both sexes,SEX_BTSX,73.12
LVA,Latvia,2021,TRUE,Both sexes,SEX_BTSX,73.2
TJK,Tajikistan,2021,TRUE,Female,SEX_FMLE,73.5
MDA,Republic of Moldova,2021,TRUE,Female,SEX_FMLE,73.63
HRV,Croatia,2021,TRUE,Male,SEX_MLE,73.78
KAZ,Kazakhstan,2021,TRUE,Female,SEX_FMLE,73.94
CZE,Czechia,2021,TRUE,Male,SEX_MLE,74.01
UZB,Uzbekistan,2021,TRUE,Female,SEX_FMLE,74.11
LTU,Lithuania,2021,TRUE,Both sexes,SEX_BTSX,74.13
RUS,Russian Federation,2021,TRUE,Female,SEX_FMLE,74.34
ALB,Albania,2021,TRUE,Male,SEX_MLE,74.36
HUN,Hungary,2021,TRUE,Both sexes,SEX_BTSX,74.4
SVK,Slovakia,2021,TRUE,Both sexes,SEX_BTSX,74.51
MNE,Montenegro,2021,TRUE,Both sexes,SEX_BTSX,74.71
BIH,Bosnia and Herzegovina,2021,TRUE,Both sexes,SEX_BTSX,74.85
BGR,Bulgaria,2021,TRUE,Female,SEX_FMLE,74.98
AZE,Azerbaijan,2021,TRUE,Female,SEX_FMLE,75.19
MKD,North Macedonia,2021,TRUE,Female,SEX_FMLE,75.24
UKR,Ukraine,2021,TRUE,Female,SEX_FMLE,75.34
TUR,Türkiye,2021,TRUE,Both sexes,SEX_BTSX,75.27
POL,Poland,2021,TRUE,Both sexes,SEX_BTSX,75.4
GEO,Georgia,2021,TRUE,Female,SEX_FMLE,75.6
SRB,Serbia,2021,TRUE,Female,SEX_FMLE,75.62
KGZ,Kyrgyzstan,2021,TRUE,Female,SEX_FMLE,75.76
ALB,Albania,2021,TRUE,Both sexes,SEX_BTSX,76.39
ROU,Romania,2021,TRUE,Female,SEX_FMLE,76.52
ARM,Armenia,2021,TRUE,Female,SEX_FMLE,76.87
HRV,Croatia,2021,TRUE,Both sexes,SEX_BTSX,76.86
CZE,Czechia,2021,TRUE,Both sexes,SEX_BTSX,77.08
EST,Estonia,2021,TRUE,Both sexes,SEX_BTSX,77.13
BIH,Bosnia and Herzegovina,2021,TRUE,Female,SEX_FMLE,77.2
GRC,Greece,2021,TRUE,Male,SEX_MLE,77.26
SVN,Slovenia,2021,TRUE,Male,SEX_MLE,77.54
HUN,Hungary,2021,TRUE,Female,SEX_FMLE,77.83
MNE,Montenegro,2021,TRUE,Female,SEX_FMLE,77.88
LVA,Latvia,2021,TRUE,Female,SEX_FMLE,77.9
SVK,Slovakia,2021,TRUE,Female,SEX_FMLE,78.01
TUR,Türkiye,2021,TRUE,Female,SEX_FMLE,78.1
BLR,Belarus,2021,TRUE,Female,SEX_FMLE,78.13
DEU,Germany,2021,TRUE,Male,SEX_MLE,78.15
PRT,Portugal,2021,TRUE,Male,SEX_MLE,78.27
GBR,United Kingdom of Great Britain and Northern Ireland,2021,TRUE,Male,SEX_MLE,78.27
ALB,Albania,2021,TRUE,Female,SEX_FMLE,78.61
LTU,Lithuania,2021,TRUE,Female,SEX_FMLE,78.65
AUT,Austria,2021,TRUE,Male,SEX_MLE,78.66
FIN,Finland,2021,TRUE,Male,SEX_MLE,79.01
FRA,France,2021,TRUE,Male,SEX_MLE,79.08
BEL,Belgium,2021,TRUE,Male,SEX_MLE,79.29
POL,Poland,2021,TRUE,Female,SEX_FMLE,79.4
DNK,Denmark,2021,TRUE,Male,SEX_MLE,79.46
GRC,Greece,2021,TRUE,Both sexes,SEX_BTSX,79.6
NLD,Netherlands (Kingdom of the),2021,TRUE,Male,SEX_MLE,79.58
CYP,Cyprus,2021,TRUE,Male,SEX_MLE,79.87
IRL,Ireland,2021,TRUE,Male,SEX_MLE,79.87
MLT,Malta,2021,TRUE,Male,SEX_MLE,79.96
HRV,Croatia,2021,TRUE,Female,SEX_FMLE,80.01
ITA,Italy,2021,TRUE,Male,SEX_MLE,79.98
ESP,Spain,2021,TRUE,Male,SEX_MLE,79.99
GBR,United Kingdom of Great Britain and Northern Ireland,2021,TRUE,Both sexes,SEX_BTSX,80.1
CZE,Czechia,2021,TRUE,Female,SEX_FMLE,80.27
SVN,Slovenia,2021,TRUE,Both sexes,SEX_BTSX,80.41
DEU,Germany,2021,TRUE,Both sexes,SEX_BTSX,80.49
LUX,Luxembourg,2021,TRUE,Male,SEX_MLE,80.77
SWE,Sweden,2021,TRUE,Male,SEX_MLE,81.02
AUT,Austria,2021,TRUE,Both sexes,SEX_BTSX,80.99
NLD,Netherlands (Kingdom of the),2021,TRUE,Both sexes,SEX_BTSX,81.12
EST,Estonia,2021,TRUE,Female,SEX_FMLE,81.2
DNK,Denmark,2021,TRUE,Both sexes,SEX_BTSX,81.18
PRT,Portugal,2021,TRUE,Both sexes,SEX_BTSX,81.18
ISL,Iceland,2021,TRUE,Male,SEX_MLE,81.33
BEL,Belgium,2021,TRUE,Both sexes,SEX_BTSX,81.51
FIN,Finland,2021,TRUE,Both sexes,SEX_BTSX,81.53
NOR,Norway,2021,TRUE,Male,SEX_MLE,81.5
CHE,Switzerland,2021,TRUE,Male,SEX_MLE,81.48
IRL,Ireland,2021,TRUE,Both sexes,SEX_BTSX,81.6
ISR,Israel,2021,TRUE,Both sexes,SEX_BTSX,81.74
MLT,Malta,2021,TRUE,Both sexes,SEX_BTSX,81.81
CYP,Cyprus,2021,TRUE,Both sexes,SEX_BTSX,81.91
FRA,France,2021,TRUE,Both sexes,SEX_BTSX,81.92
GBR,United Kingdom of Great Britain and Northern Ireland,2021,TRUE,Female,SEX_FMLE,81.93
GRC,Greece,2021,TRUE,Female,SEX_FMLE,81.95
ISR,Israel,2021,TRUE,Female,SEX_FMLE,82.09
ITA,Italy,2021,TRUE,Both sexes,SEX_BTSX,82.2
ISR,Israel,2021,TRUE,Male,SEX_MLE,82.39
ISL,Iceland,2021,TRUE,Both sexes,SEX_BTSX,82.58
NLD,Netherlands (Kingdom of the),2021,TRUE,Female,SEX_FMLE,82.65
SWE,Sweden,2021,TRUE,Both sexes,SEX_BTSX,82.66
ESP,Spain,2021,TRUE,Both sexes,SEX_BTSX,82.66
LUX,Luxembourg,2021,TRUE,Both sexes,SEX_BTSX,82.78
DEU,Germany,2021,TRUE,Female,SEX_FMLE,82.86
DNK,Denmark,2021,TRUE,Female,SEX_FMLE,82.9
NOR,Norway,2021,TRUE,Both sexes,SEX_BTSX,82.88
AUT,Austria,2021,TRUE,Female,SEX_FMLE,83.3
CHE,Switzerland,2021,TRUE,Both sexes,SEX_BTSX,83.33
SVN,Slovenia,2021,TRUE,Female,SEX_FMLE,83.39
IRL,Ireland,2021,TRUE,Female,SEX_FMLE,83.35
MLT,Malta,2021,TRUE,Female,SEX_FMLE,83.73
BEL,Belgium,2021,TRUE,Female,SEX_FMLE,83.69
ISL,Iceland,2021,TRUE,Female,SEX_FMLE,83.89
PRT,Portugal,2021,TRUE,Female,SEX_FMLE,83.88
CYP,Cyprus,2021,TRUE,Female,SEX_FMLE,83.96
FIN,Finland,2021,TRUE,Female,SEX_FMLE,84.06
SWE,Sweden,2021,TRUE,Female,SEX_FMLE,84.31
NOR,Norway,2021,TRUE,Female,SEX_FMLE,84.25
ITA,Italy,2021,TRUE,Female,SEX_FMLE,84.33
FRA,France,2021,TRUE,Female,SEX_FMLE,84.69
LUX,Luxembourg,2021,TRUE,Female,SEX_FMLE,84.79
CHE,Switzerland,2021,TRUE,Female,SEX_FMLE,85.11
ESP,Spain,2021,TRUE,Female,SEX_FMLE,85.3
MDA,Republic of Moldova,2021,TRUE,Male,SEX_MLE,13.47
KAZ,Kazakhstan,2021,TRUE,Male,SEX_MLE,13.91
GEO,Georgia,2021,TRUE,Male,SEX_MLE,14.01
RUS,Russian Federation,2021,TRUE,Male,SEX_MLE,14.19
BLR,Belarus,2021,TRUE,Male,SEX_MLE,14.42
BGR,Bulgaria,2021,TRUE,Male,SEX_MLE,14.42
UKR,Ukraine,2021,TRUE,Male,SEX_MLE,14.6
ARM,Armenia,2021,TRUE,Male,SEX_MLE,14.67
SRB,Serbia,2021,TRUE,Male,SEX_MLE,15.3
ROU,Romania,2021,TRUE,Male,SEX_MLE,15.34
LVA,Latvia,2021,TRUE,Male,SEX_MLE,15.7
MKD,North Macedonia,2021,TRUE,Male,SEX_MLE,15.94
MDA,Republic of Moldova,2021,TRUE,Both sexes,SEX_BTSX,15.95
KGZ,Kyrgyzstan,2021,TRUE,Male,SEX_MLE,15.98
HUN,Hungary,2021,TRUE,Male,SEX_MLE,16.02
MNE,Montenegro,2021,TRUE,Male,SEX_MLE,16.13
UZB,Uzbekistan,2021,TRUE,Male,SEX_MLE,16.26
TKM,Turkmenistan,2021,TRUE,Male,SEX_MLE,16.35
KAZ,Kazakhstan,2021,TRUE,Both sexes,SEX_BTSX,16.4
SVK,Slovakia,2021,TRUE,Male,SEX_MLE,16.36
LTU,Lithuania,2021,TRUE,Male,SEX_MLE,16.39
BIH,Bosnia and Herzegovina,2021,TRUE,Male,SEX_MLE,16.78
BGR,Bulgaria,2021,TRUE,Both sexes,SEX_BTSX,16.79
GEO,Georgia,2021,TRUE,Both sexes,SEX_BTSX,16.8
RUS,Russian Federation,2021,TRUE,Both sexes,SEX_BTSX,16.96
AZE,Azerbaijan,2021,TRUE,Male,SEX_MLE,17.13
POL,Poland,2021,TRUE,Male,SEX_MLE,17.16
SRB,Serbia,2021,TRUE,Both sexes,SEX_BTSX,17.18
TUR,Türkiye,2021,TRUE,Male,SEX_MLE,17.42
MKD,North Macedonia,2021,TRUE,Both sexes,SEX_BTSX,17.37
UKR,Ukraine,2021,TRUE,Both sexes,SEX_BTSX,17.46
UZB,Uzbekistan,2021,TRUE,Both sexes,SEX_BTSX,17.52
ARM,Armenia,2021,TRUE,Both sexes,SEX_BTSX,17.67
EST,Estonia,2021,TRUE,Male,SEX_MLE,17.71
TJK,Tajikistan,2021,TRUE,Male,SEX_MLE,17.76
ROU,Romania,2021,TRUE,Both sexes,SEX_BTSX,17.81
CZE,Czechia,2021,TRUE,Male,SEX_MLE,17.93
MDA,Republic of Moldova,2021,TRUE,Female,SEX_FMLE,18
HRV,Croatia,2021,TRUE,Male,SEX_MLE,18.01
BLR,Belarus,2021,TRUE,Both sexes,SEX_BTSX,18.06
TKM,Turkmenistan,2021,TRUE,Both sexes,SEX_BTSX,18.19
KGZ,Kyrgyzstan,2021,TRUE,Both sexes,SEX_BTSX,18.27
BIH,Bosnia and Herzegovina,2021,TRUE,Both sexes,SEX_BTSX,18.34
KAZ,Kazakhstan,2021,TRUE,Female,SEX_FMLE,18.3
TJK,Tajikistan,2021,TRUE,Both sexes,SEX_BTSX,18.39
MNE,Montenegro,2021,TRUE,Both sexes,SEX_BTSX,18.38
AZE,Azerbaijan,2021,TRUE,Both sexes,SEX_BTSX,18.44
UZB,Uzbekistan,2021,TRUE,Female,SEX_FMLE,18.56
ALB,Albania,2021,TRUE,Male,SEX_MLE,18.65
MKD,North Macedonia,2021,TRUE,Female,SEX_FMLE,18.74
HUN,Hungary,2021,TRUE,Both sexes,SEX_BTSX,18.68
SVK,Slovakia,2021,TRUE,Both sexes,SEX_BTSX,18.75
SRB,Serbia,2021,TRUE,Female,SEX_FMLE,18.82
LVA,Latvia,2021,TRUE,Both sexes,SEX_BTSX,18.86
TJK,Tajikistan,2021,TRUE,Female,SEX_FMLE,19
RUS,Russian Federation,2021,TRUE,Female,SEX_FMLE,19.02
BGR,Bulgaria,2021,TRUE,Female,SEX_FMLE,19.08
GEO,Georgia,2021,TRUE,Female,SEX_FMLE,19.15
TUR,Türkiye,2021,TRUE,Both sexes,SEX_BTSX,19.32
AZE,Azerbaijan,2021,TRUE,Female,SEX_FMLE,19.51
LTU,Lithuania,2021,TRUE,Both sexes,SEX_BTSX,19.49
UKR,Ukraine,2021,TRUE,Female,SEX_FMLE,19.59
TKM,Turkmenistan,2021,TRUE,Female,SEX_FMLE,19.67
BIH,Bosnia and Herzegovina,2021,TRUE,Female,SEX_FMLE,19.8
POL,Poland,2021,TRUE,Both sexes,SEX_BTSX,19.76
ALB,Albania,2021,TRUE,Both sexes,SEX_BTSX,19.94
ROU,Romania,2021,TRUE,Female,SEX_FMLE,20.06
ARM,Armenia,2021,TRUE,Female,SEX_FMLE,20.15
KGZ,Kyrgyzstan,2021,TRUE,Female,SEX_FMLE,20.26
HRV,Croatia,2021,TRUE,Both sexes,SEX_BTSX,20.29
CZE,Czechia,2021,TRUE,Both sexes,SEX_BTSX,20.29
MNE,Montenegro,2021,TRUE,Female,SEX_FMLE,20.53
SVN,Slovenia,2021,TRUE,Male,SEX_MLE,20.77
SVK,Slovakia,2021,TRUE,Female,SEX_FMLE,20.93
EST,Estonia,2021,TRUE,Both sexes,SEX_BTSX,21.03
HUN,Hungary,2021,TRUE,Female,SEX_FMLE,21
BLR,Belarus,2021,TRUE,Female,SEX_FMLE,21.07
TUR,Türkiye,2021,TRUE,Female,SEX_FMLE,21.08
GRC,Greece,2021,TRUE,Male,SEX_MLE,21.21
ALB,Albania,2021,TRUE,Female,SEX_FMLE,21.35
LVA,Latvia,2021,TRUE,Female,SEX_FMLE,21.37
DEU,Germany,2021,TRUE,Male,SEX_MLE,21.35
AUT,Austria,2021,TRUE,Male,SEX_MLE,21.7
PRT,Portugal,2021,TRUE,Male,SEX_MLE,21.85
LTU,Lithuania,2021,TRUE,Female,SEX_FMLE,21.93
GBR,United Kingdom of Great Britain and Northern Ireland,2021,TRUE,Male,SEX_MLE,21.97
DNK,Denmark,2021,TRUE,Male,SEX_MLE,22.08
POL,Poland,2021,TRUE,Female,SEX_FMLE,22.12
NLD,Netherlands (Kingdom of the),2021,TRUE,Male,SEX_MLE,22.22
FIN,Finland,2021,TRUE,Male,SEX_MLE,22.28
BEL,Belgium,2021,TRUE,Male,SEX_MLE,22.27
HRV,Croatia,2021,TRUE,Female,SEX_FMLE,22.41
CYP,Cyprus,2021,TRUE,Male,SEX_MLE,22.6
CZE,Czechia,2021,TRUE,Female,SEX_FMLE,22.56
IRL,Ireland,2021,TRUE,Male,SEX_MLE,22.57
ITA,Italy,2021,TRUE,Male,SEX_MLE,22.59
GRC,Greece,2021,TRUE,Both sexes,SEX_BTSX,22.63
FRA,France,2021,TRUE,Male,SEX_MLE,22.73
ESP,Spain,2021,TRUE,Male,SEX_MLE,22.77
MLT,Malta,2021,TRUE,Male,SEX_MLE,22.86
SVN,Slovenia,2021,TRUE,Both sexes,SEX_BTSX,22.96
LUX,Luxembourg,2021,TRUE,Male,SEX_MLE,23.09
DEU,Germany,2021,TRUE,Both sexes,SEX_BTSX,23.16
GBR,United Kingdom of Great Britain and Northern Ireland,2021,TRUE,Both sexes,SEX_BTSX,23.22
SWE,Sweden,2021,TRUE,Male,SEX_MLE,23.45
AUT,Austria,2021,TRUE,Both sexes,SEX_BTSX,23.45
DNK,Denmark,2021,TRUE,Both sexes,SEX_BTSX,23.46
NLD,Netherlands (Kingdom of the),2021,TRUE,Both sexes,SEX_BTSX,23.47
EST,Estonia,2021,TRUE,Female,SEX_FMLE,23.66
ISR,Israel,2021,TRUE,Female,SEX_FMLE,23.73
NOR,Norway,2021,TRUE,Male,SEX_MLE,23.8
IRL,Ireland,2021,TRUE,Both sexes,SEX_BTSX,23.9
CHE,Switzerland,2021,TRUE,Male,SEX_MLE,23.89
ISL,Iceland,2021,TRUE,Male,SEX_MLE,24.05
BEL,Belgium,2021,TRUE,Both sexes,SEX_BTSX,24.02
GRC,Greece,2021,TRUE,Female,SEX_FMLE,23.98
PRT,Portugal,2021,TRUE,Both sexes,SEX_BTSX,23.99
ISR,Israel,2021,TRUE,Both sexes,SEX_BTSX,24.06
CYP,Cyprus,2021,TRUE,Both sexes,SEX_BTSX,24.16
FIN,Finland,2021,TRUE,Both sexes,SEX_BTSX,24.16
MLT,Malta,2021,TRUE,Both sexes,SEX_BTSX,24.29
ITA,Italy,2021,TRUE,Both sexes,SEX_BTSX,24.38
GBR,United Kingdom of Great Britain and Northern Ireland,2021,TRUE,Female,SEX_FMLE,24.41
SWE,Sweden,2021,TRUE,Both sexes,SEX_BTSX,24.71
NLD,Netherlands (Kingdom of the),2021,TRUE,Female,SEX_FMLE,24.66
LUX,Luxembourg,2021,TRUE,Both sexes,SEX_BTSX,24.73
DNK,Denmark,2021,TRUE,Female,SEX_FMLE,24.79
NOR,Norway,2021,TRUE,Both sexes,SEX_BTSX,24.83
ISL,Iceland,2021,TRUE,Both sexes,SEX_BTSX,24.86
DEU,Germany,2021,TRUE,Female,SEX_FMLE,24.87
FRA,France,2021,TRUE,Both sexes,SEX_BTSX,24.86
ESP,Spain,2021,TRUE,Both sexes,SEX_BTSX,24.95
SVN,Slovenia,2021,TRUE,Female,SEX_FMLE,25.04
AUT,Austria,2021,TRUE,Female,SEX_FMLE,25.09
IRL,Ireland,2021,TRUE,Female,SEX_FMLE,25.21
CHE,Switzerland,2021,TRUE,Both sexes,SEX_BTSX,25.35
ISR,Israel,2021,TRUE,Male,SEX_MLE,25.46
BEL,Belgium,2021,TRUE,Female,SEX_FMLE,25.64
ISL,Iceland,2021,TRUE,Female,SEX_FMLE,25.68
CYP,Cyprus,2021,TRUE,Female,SEX_FMLE,25.66
MLT,Malta,2021,TRUE,Female,SEX_FMLE,25.66
NOR,Norway,2021,TRUE,Female,SEX_FMLE,25.81
PRT,Portugal,2021,TRUE,Female,SEX_FMLE,25.85
SWE,Sweden,2021,TRUE,Female,SEX_FMLE,25.92
FIN,Finland,2021,TRUE,Female,SEX_FMLE,25.9
ITA,Italy,2021,TRUE,Female,SEX_FMLE,26.01
LUX,Luxembourg,2021,TRUE,Female,SEX_FMLE,26.28
CHE,Switzerland,2021,TRUE,Female,SEX_FMLE,26.69
FRA,France,2021,TRUE,Female,SEX_FMLE,26.8
ESP,Spain,2021,TRUE,Female,SEX_FMLE,26.98
ARM,Armenia,2020,FALSE,Male,SEX_MLE,62.73
TKM,Turkmenistan,2020,FALSE,Male,SEX_MLE,64.89
RUS,Russian Federation,2020,FALSE,Male,SEX_MLE,66.45
KAZ,Kazakhstan,2020,FALSE,Male,SEX_MLE,67.04
AZE,Azerbaijan,2020,FALSE,Male,SEX_MLE,67.52
UKR,Ukraine,2020,FALSE,Male,SEX_MLE,67.57
BLR,Belarus,2020,FALSE,Male,SEX_MLE,67.78
KGZ,Kyrgyzstan,2020,FALSE,Male,SEX_MLE,67.84
MDA,Republic of Moldova,2020,FALSE,Male,SEX_MLE,68.26
GEO,Georgia,2020,FALSE,Male,SEX_MLE,68.33
TKM,Turkmenistan,2020,FALSE,Both sexes,SEX_BTSX,68.47
TJK,Tajikistan,2020,FALSE,Male,SEX_MLE,68.61
UZB,Uzbekistan,2020,FALSE,Male,SEX_MLE,69.23
ARM,Armenia,2020,FALSE,Both sexes,SEX_BTSX,69.33
BGR,Bulgaria,2020,FALSE,Male,SEX_MLE,69.91
LTU,Lithuania,2020,FALSE,Male,SEX_MLE,69.98
ROU,Romania,2020,FALSE,Male,SEX_MLE,70.3
TJK,Tajikistan,2020,FALSE,Both sexes,SEX_BTSX,70.56
LVA,Latvia,2020,FALSE,Male,SEX_MLE,70.85
KAZ,Kazakhstan,2020,FALSE,Both sexes,SEX_BTSX,71.32
UZB,Uzbekistan,2020,FALSE,Both sexes,SEX_BTSX,71.36
AZE,Azerbaijan,2020,FALSE,Both sexes,SEX_BTSX,71.43
RUS,Russian Federation,2020,FALSE,Both sexes,SEX_BTSX,71.38
KGZ,Kyrgyzstan,2020,FALSE,Both sexes,SEX_BTSX,71.47
SRB,Serbia,2020,FALSE,Male,SEX_MLE,71.49
TKM,Turkmenistan,2020,FALSE,Female,SEX_FMLE,72.09
MDA,Republic of Moldova,2020,FALSE,Both sexes,SEX_BTSX,72.15
MKD,North Macedonia,2020,FALSE,Male,SEX_MLE,72.12
HUN,Hungary,2020,FALSE,Male,SEX_MLE,72.38
MNE,Montenegro,2020,FALSE,Male,SEX_MLE,72.45
POL,Poland,2020,FALSE,Male,SEX_MLE,72.43
UKR,Ukraine,2020,FALSE,Both sexes,SEX_BTSX,72.5
TJK,Tajikistan,2020,FALSE,Female,SEX_FMLE,72.62
BLR,Belarus,2020,FALSE,Both sexes,SEX_BTSX,73.01
BIH,Bosnia and Herzegovina,2020,FALSE,Male,SEX_MLE,73.03
GEO,Georgia,2020,FALSE,Both sexes,SEX_BTSX,73.11
TUR,Türkiye,2020,FALSE,Male,SEX_MLE,73.41
UZB,Uzbekistan,2020,FALSE,Female,SEX_FMLE,73.41
SVK,Slovakia,2020,FALSE,Male,SEX_MLE,73.48
BGR,Bulgaria,2020,FALSE,Both sexes,SEX_BTSX,73.49
ROU,Romania,2020,FALSE,Both sexes,SEX_BTSX,74.1
ALB,Albania,2020,FALSE,Male,SEX_MLE,74.26
EST,Estonia,2020,FALSE,Male,SEX_MLE,74.33
MKD,North Macedonia,2020,FALSE,Both sexes,SEX_BTSX,74.37
SRB,Serbia,2020,FALSE,Both sexes,SEX_BTSX,74.43
HRV,Croatia,2020,FALSE,Male,SEX_MLE,74.81
LTU,Lithuania,2020,FALSE,Both sexes,SEX_BTSX,74.9
KGZ,Kyrgyzstan,2020,FALSE,Female,SEX_FMLE,75.08
CZE,Czechia,2020,FALSE,Male,SEX_MLE,75.22
KAZ,Kazakhstan,2020,FALSE,Female,SEX_FMLE,75.34
AZE,Azerbaijan,2020,FALSE,Female,SEX_FMLE,75.46
MNE,Montenegro,2020,FALSE,Both sexes,SEX_BTSX,75.48
LVA,Latvia,2020,FALSE,Both sexes,SEX_BTSX,75.5
BIH,Bosnia and Herzegovina,2020,FALSE,Both sexes,SEX_BTSX,75.71
HUN,Hungary,2020,FALSE,Both sexes,SEX_BTSX,75.76
MDA,Republic of Moldova,2020,FALSE,Female,SEX_FMLE,75.88
TUR,Türkiye,2020,FALSE,Both sexes,SEX_BTSX,76.18
ARM,Armenia,2020,FALSE,Female,SEX_FMLE,76.16
RUS,Russian Federation,2020,FALSE,Female,SEX_FMLE,76.15
POL,Poland,2020,FALSE,Both sexes,SEX_BTSX,76.39
ALB,Albania,2020,FALSE,Both sexes,SEX_BTSX,76.53
MKD,North Macedonia,2020,FALSE,Female,SEX_FMLE,76.73
SVK,Slovakia,2020,FALSE,Both sexes,SEX_BTSX,76.87
UKR,Ukraine,2020,FALSE,Female,SEX_FMLE,77.22
SRB,Serbia,2020,FALSE,Female,SEX_FMLE,77.33
BGR,Bulgaria,2020,FALSE,Female,SEX_FMLE,77.36
SVN,Slovenia,2020,FALSE,Male,SEX_MLE,77.68
GEO,Georgia,2020,FALSE,Female,SEX_FMLE,77.81
PRT,Portugal,2020,FALSE,Male,SEX_MLE,77.82
HRV,Croatia,2020,FALSE,Both sexes,SEX_BTSX,77.86
CZE,Czechia,2020,FALSE,Both sexes,SEX_BTSX,78.13
ROU,Romania,2020,FALSE,Female,SEX_FMLE,78.09
BLR,Belarus,2020,FALSE,Female,SEX_FMLE,78.27
GBR,United Kingdom of Great Britain and Northern Ireland,2020,FALSE,Male,SEX_MLE,78.26
BIH,Bosnia and Herzegovina,2020,FALSE,Female,SEX_FMLE,78.48
MNE,Montenegro,2020,FALSE,Female,SEX_FMLE,78.53
DEU,Germany,2020,FALSE,Male,SEX_MLE,78.52
GRC,Greece,2020,FALSE,Male,SEX_MLE,78.49
EST,Estonia,2020,FALSE,Both sexes,SEX_BTSX,78.62
BEL,Belgium,2020,FALSE,Male,SEX_MLE,78.65
AUT,Austria,2020,FALSE,Male,SEX_MLE,78.82
FIN,Finland,2020,FALSE,Male,SEX_MLE,78.94
TUR,Türkiye,2020,FALSE,Female,SEX_FMLE,78.97
ALB,Albania,2020,FALSE,Female,SEX_FMLE,79.02
HUN,Hungary,2020,FALSE,Female,SEX_FMLE,79.03
FRA,France,2020,FALSE,Male,SEX_MLE,79.06
ESP,Spain,2020,FALSE,Male,SEX_MLE,79.32
DNK,Denmark,2020,FALSE,Male,SEX_MLE,79.56
ITA,Italy,2020,FALSE,Male,SEX_MLE,79.76
LTU,Lithuania,2020,FALSE,Female,SEX_FMLE,79.77
NLD,Netherlands (Kingdom of the),2020,FALSE,Male,SEX_MLE,79.85
LVA,Latvia,2020,FALSE,Female,SEX_FMLE,79.86
IRL,Ireland,2020,FALSE,Male,SEX_MLE,79.93
CYP,Cyprus,2020,FALSE,Male,SEX_MLE,80.05
GBR,United Kingdom of Great Britain and Northern Ireland,2020,FALSE,Both sexes,SEX_BTSX,80.14
MLT,Malta,2020,FALSE,Male,SEX_MLE,80.2
SVK,Slovakia,2020,FALSE,Female,SEX_FMLE,80.21
SVN,Slovenia,2020,FALSE,Both sexes,SEX_BTSX,80.34
ISR,Israel,2020,FALSE,Male,SEX_MLE,80.36
POL,Poland,2020,FALSE,Female,SEX_FMLE,80.45
SWE,Sweden,2020,FALSE,Male,SEX_MLE,80.39
