Country code,Country,Period,IsLatestYear,Sex,Sex,FactValueNumeric
HRV,Croatia,2018,FALSE,Male,SEX_MLE,19.36
BLR,Belarus,2018,FALSE,Both sexes,SEX_BTSX,19.42
TUR,Türkiye,2018,FALSE,Male,SEX_MLE,19.51
RUS,Russian Federation,2018,FALSE,Both sexes,SEX_BTSX,19.53
BGR,Bulgaria,2018,FALSE,Both sexes,SEX_BTSX,19.65
SRB,Serbia,2018,FALSE,Both sexes,SEX_BTSX,19.67
TKM,Turkmenistan,2018,FALSE,Female,SEX_FMLE,19.75
CZE,Czechia,2018,FALSE,Male,SEX_MLE,19.76
TJK,Tajikistan,2018,FALSE,Both sexes,SEX_BTSX,19.94
MKD,North Macedonia,2018,FALSE,Both sexes,SEX_BTSX,19.87
ROU,Romania,2018,FALSE,Both sexes,SEX_BTSX,19.98
HUN,Hungary,2018,FALSE,Both sexes,SEX_BTSX,20.04
ALB,Albania,2018,FALSE,Male,SEX_MLE,20.11
ARM,Armenia,2018,FALSE,Both sexes,SEX_BTSX,20.21
AZE,Azerbaijan,2018,FALSE,Both sexes,SEX_BTSX,20.18
LVA,Latvia,2018,FALSE,Both sexes,SEX_BTSX,20.41
TJK,Tajikistan,2018,FALSE,Female,SEX_FMLE,20.51
MDA,Republic of Moldova,2018,FALSE,Female,SEX_FMLE,20.64
MNE,Montenegro,2018,FALSE,Both sexes,SEX_BTSX,20.66
BIH,Bosnia and Herzegovina,2018,FALSE,Both sexes,SEX_BTSX,20.73
LTU,Lithuania,2018,FALSE,Both sexes,SEX_BTSX,20.91
ALB,Albania,2018,FALSE,Both sexes,SEX_BTSX,20.99
SVK,Slovakia,2018,FALSE,Both sexes,SEX_BTSX,21.11
KAZ,Kazakhstan,2018,FALSE,Female,SEX_FMLE,21.13
MKD,North Macedonia,2018,FALSE,Female,SEX_FMLE,21.09
SRB,Serbia,2018,FALSE,Female,SEX_FMLE,21.1
KGZ,Kyrgyzstan,2018,FALSE,Female,SEX_FMLE,21.24
TUR,Türkiye,2018,FALSE,Both sexes,SEX_BTSX,21.3
SVN,Slovenia,2018,FALSE,Male,SEX_MLE,21.27
AZE,Azerbaijan,2018,FALSE,Female,SEX_FMLE,21.34
GEO,Georgia,2018,FALSE,Female,SEX_FMLE,21.51
UKR,Ukraine,2018,FALSE,Female,SEX_FMLE,21.6
HRV,Croatia,2018,FALSE,Both sexes,SEX_BTSX,21.62
DEU,Germany,2018,FALSE,Male,SEX_MLE,21.61
PRT,Portugal,2018,FALSE,Male,SEX_MLE,21.74
BGR,Bulgaria,2018,FALSE,Female,SEX_FMLE,21.82
POL,Poland,2018,FALSE,Both sexes,SEX_BTSX,21.77
RUS,Russian Federation,2018,FALSE,Female,SEX_FMLE,21.86
CZE,Czechia,2018,FALSE,Both sexes,SEX_BTSX,21.88
DNK,Denmark,2018,FALSE,Male,SEX_MLE,21.9
ALB,Albania,2018,FALSE,Female,SEX_FMLE,21.98
ROU,Romania,2018,FALSE,Female,SEX_FMLE,22.14
EST,Estonia,2018,FALSE,Both sexes,SEX_BTSX,22.16
HUN,Hungary,2018,FALSE,Female,SEX_FMLE,22.17
AUT,Austria,2018,FALSE,Male,SEX_MLE,22.19
BLR,Belarus,2018,FALSE,Female,SEX_FMLE,22.23
FIN,Finland,2018,FALSE,Male,SEX_MLE,22.22
BIH,Bosnia and Herzegovina,2018,FALSE,Female,SEX_FMLE,22.24
BEL,Belgium,2018,FALSE,Male,SEX_MLE,22.28
GBR,United Kingdom of Great Britain and Northern Ireland,2018,FALSE,Male,SEX_MLE,22.43
GRC,Greece,2018,FALSE,Male,SEX_MLE,22.52
MNE,Montenegro,2018,FALSE,Female,SEX_FMLE,22.58
ARM,Armenia,2018,FALSE,Female,SEX_FMLE,22.63
CYP,Cyprus,2018,FALSE,Male,SEX_MLE,22.82
IRL,Ireland,2018,FALSE,Male,SEX_MLE,22.79
LVA,Latvia,2018,FALSE,Female,SEX_FMLE,22.83
TUR,Türkiye,2018,FALSE,Female,SEX_FMLE,22.88
ESP,Spain,2018,FALSE,Male,SEX_MLE,22.97
NLD,Netherlands (Kingdom of the),2018,FALSE,Male,SEX_MLE,23.05
SVK,Slovakia,2018,FALSE,Female,SEX_FMLE,23.13
MLT,Malta,2018,FALSE,Male,SEX_MLE,23.17
SWE,Sweden,2018,FALSE,Male,SEX_MLE,23.15
LUX,Luxembourg,2018,FALSE,Male,SEX_MLE,23.24
DNK,Denmark,2018,FALSE,Both sexes,SEX_BTSX,23.26
DEU,Germany,2018,FALSE,Both sexes,SEX_BTSX,23.31
ITA,Italy,2018,FALSE,Male,SEX_MLE,23.34
NOR,Norway,2018,FALSE,Male,SEX_MLE,23.38
SVN,Slovenia,2018,FALSE,Both sexes,SEX_BTSX,23.46
LTU,Lithuania,2018,FALSE,Female,SEX_FMLE,23.51
FRA,France,2018,FALSE,Male,SEX_MLE,23.49
GBR,United Kingdom of Great Britain and Northern Ireland,2018,FALSE,Both sexes,SEX_BTSX,23.61
HRV,Croatia,2018,FALSE,Female,SEX_FMLE,23.63
ISR,Israel,2018,FALSE,Male,SEX_MLE,23.58
CZE,Czechia,2018,FALSE,Female,SEX_FMLE,23.77
ISL,Iceland,2018,FALSE,Male,SEX_MLE,23.81
GRC,Greece,2018,FALSE,Both sexes,SEX_BTSX,23.85
AUT,Austria,2018,FALSE,Both sexes,SEX_BTSX,23.91
BEL,Belgium,2018,FALSE,Both sexes,SEX_BTSX,23.96
POL,Poland,2018,FALSE,Female,SEX_FMLE,23.96
PRT,Portugal,2018,FALSE,Both sexes,SEX_BTSX,23.97
CHE,Switzerland,2018,FALSE,Male,SEX_MLE,23.99
IRL,Ireland,2018,FALSE,Both sexes,SEX_BTSX,24.09
FIN,Finland,2018,FALSE,Both sexes,SEX_BTSX,24.11
NLD,Netherlands (Kingdom of the),2018,FALSE,Both sexes,SEX_BTSX,24.22
CYP,Cyprus,2018,FALSE,Both sexes,SEX_BTSX,24.25
SWE,Sweden,2018,FALSE,Both sexes,SEX_BTSX,24.35
NOR,Norway,2018,FALSE,Both sexes,SEX_BTSX,24.55
EST,Estonia,2018,FALSE,Female,SEX_FMLE,24.56
DNK,Denmark,2018,FALSE,Female,SEX_FMLE,24.56
ISL,Iceland,2018,FALSE,Both sexes,SEX_BTSX,24.69
MLT,Malta,2018,FALSE,Both sexes,SEX_BTSX,24.67
GBR,United Kingdom of Great Britain and Northern Ireland,2018,FALSE,Female,SEX_FMLE,24.72
LUX,Luxembourg,2018,FALSE,Both sexes,SEX_BTSX,24.77
DEU,Germany,2018,FALSE,Female,SEX_FMLE,24.91
ISR,Israel,2018,FALSE,Both sexes,SEX_BTSX,24.93
ITA,Italy,2018,FALSE,Both sexes,SEX_BTSX,25.01
ESP,Spain,2018,FALSE,Both sexes,SEX_BTSX,25.08
GRC,Greece,2018,FALSE,Female,SEX_FMLE,25.11
NLD,Netherlands (Kingdom of the),2018,FALSE,Female,SEX_FMLE,25.29
IRL,Ireland,2018,FALSE,Female,SEX_FMLE,25.35
SVN,Slovenia,2018,FALSE,Female,SEX_FMLE,25.43
CHE,Switzerland,2018,FALSE,Both sexes,SEX_BTSX,25.4
ISL,Iceland,2018,FALSE,Female,SEX_FMLE,25.53
AUT,Austria,2018,FALSE,Female,SEX_FMLE,25.47
SWE,Sweden,2018,FALSE,Female,SEX_FMLE,25.47
BEL,Belgium,2018,FALSE,Female,SEX_FMLE,25.5
CYP,Cyprus,2018,FALSE,Female,SEX_FMLE,25.64
FRA,France,2018,FALSE,Both sexes,SEX_BTSX,25.59
NOR,Norway,2018,FALSE,Female,SEX_FMLE,25.62
FIN,Finland,2018,FALSE,Female,SEX_FMLE,25.85
PRT,Portugal,2018,FALSE,Female,SEX_FMLE,25.93
MLT,Malta,2018,FALSE,Female,SEX_FMLE,26.06
ISR,Israel,2018,FALSE,Female,SEX_FMLE,26.14
LUX,Luxembourg,2018,FALSE,Female,SEX_FMLE,26.18
ITA,Italy,2018,FALSE,Female,SEX_FMLE,26.48
CHE,Switzerland,2018,FALSE,Female,SEX_FMLE,26.66
ESP,Spain,2018,FALSE,Female,SEX_FMLE,27.03
FRA,France,2018,FALSE,Female,SEX_FMLE,27.46
TKM,Turkmenistan,2017,FALSE,Male,SEX_MLE,65.63
RUS,Russian Federation,2017,FALSE,Male,SEX_MLE,67.3
UKR,Ukraine,2017,FALSE,Male,SEX_MLE,68.06
UZB,Uzbekistan,2017,FALSE,Male,SEX_MLE,68.17
KAZ,Kazakhstan,2017,FALSE,Male,SEX_MLE,68.67
GEO,Georgia,2017,FALSE,Male,SEX_MLE,68.85
TKM,Turkmenistan,2017,FALSE,Both sexes,SEX_BTSX,68.98
MDA,Republic of Moldova,2017,FALSE,Male,SEX_MLE,68.95
KGZ,Kyrgyzstan,2017,FALSE,Male,SEX_MLE,69.13
BLR,Belarus,2017,FALSE,Male,SEX_MLE,69.07
LVA,Latvia,2017,FALSE,Male,SEX_MLE,70.1
UZB,Uzbekistan,2017,FALSE,Both sexes,SEX_BTSX,70.4
ARM,Armenia,2017,FALSE,Male,SEX_MLE,70.62
LTU,Lithuania,2017,FALSE,Male,SEX_MLE,70.63
BGR,Bulgaria,2017,FALSE,Male,SEX_MLE,71.31
ROU,Romania,2017,FALSE,Male,SEX_MLE,71.52
TJK,Tajikistan,2017,FALSE,Male,SEX_MLE,71.61
AZE,Azerbaijan,2017,FALSE,Male,SEX_MLE,72.22
TKM,Turkmenistan,2017,FALSE,Female,SEX_FMLE,72.28
RUS,Russian Federation,2017,FALSE,Both sexes,SEX_BTSX,72.5
HUN,Hungary,2017,FALSE,Male,SEX_MLE,72.49
UZB,Uzbekistan,2017,FALSE,Female,SEX_FMLE,72.58
KGZ,Kyrgyzstan,2017,FALSE,Both sexes,SEX_BTSX,72.81
MDA,Republic of Moldova,2017,FALSE,Both sexes,SEX_BTSX,72.86
UKR,Ukraine,2017,FALSE,Both sexes,SEX_BTSX,73
KAZ,Kazakhstan,2017,FALSE,Both sexes,SEX_BTSX,72.97
SRB,Serbia,2017,FALSE,Male,SEX_MLE,73.05
TJK,Tajikistan,2017,FALSE,Both sexes,SEX_BTSX,73.19
GEO,Georgia,2017,FALSE,Both sexes,SEX_BTSX,73.5
EST,Estonia,2017,FALSE,Male,SEX_MLE,73.71
POL,Poland,2017,FALSE,Male,SEX_MLE,73.73
SVK,Slovakia,2017,FALSE,Male,SEX_MLE,73.7
MKD,North Macedonia,2017,FALSE,Male,SEX_MLE,74.05
MNE,Montenegro,2017,FALSE,Male,SEX_MLE,74.22
BLR,Belarus,2017,FALSE,Both sexes,SEX_BTSX,74.23
TUR,Türkiye,2017,FALSE,Male,SEX_MLE,74.54
AZE,Azerbaijan,2017,FALSE,Both sexes,SEX_BTSX,74.63
BGR,Bulgaria,2017,FALSE,Both sexes,SEX_BTSX,74.72
TJK,Tajikistan,2017,FALSE,Female,SEX_FMLE,74.82
BIH,Bosnia and Herzegovina,2017,FALSE,Male,SEX_MLE,74.91
LVA,Latvia,2017,FALSE,Both sexes,SEX_BTSX,74.96
ROU,Romania,2017,FALSE,Both sexes,SEX_BTSX,75.11
HRV,Croatia,2017,FALSE,Male,SEX_MLE,75.19
ARM,Armenia,2017,FALSE,Both sexes,SEX_BTSX,75.18
LTU,Lithuania,2017,FALSE,Both sexes,SEX_BTSX,75.49
SRB,Serbia,2017,FALSE,Both sexes,SEX_BTSX,75.57
HUN,Hungary,2017,FALSE,Both sexes,SEX_BTSX,75.9
CZE,Czechia,2017,FALSE,Male,SEX_MLE,75.98
MKD,North Macedonia,2017,FALSE,Both sexes,SEX_BTSX,75.98
ALB,Albania,2017,FALSE,Male,SEX_MLE,76.1
KGZ,Kyrgyzstan,2017,FALSE,Female,SEX_FMLE,76.4
MDA,Republic of Moldova,2017,FALSE,Female,SEX_FMLE,76.63
AZE,Azerbaijan,2017,FALSE,Female,SEX_FMLE,76.95
KAZ,Kazakhstan,2017,FALSE,Female,SEX_FMLE,76.89
TUR,Türkiye,2017,FALSE,Both sexes,SEX_BTSX,77.07
SVK,Slovakia,2017,FALSE,Both sexes,SEX_BTSX,77.09
MNE,Montenegro,2017,FALSE,Both sexes,SEX_BTSX,77.15
BIH,Bosnia and Herzegovina,2017,FALSE,Both sexes,SEX_BTSX,77.25
RUS,Russian Federation,2017,FALSE,Female,SEX_FMLE,77.45
POL,Poland,2017,FALSE,Both sexes,SEX_BTSX,77.56
UKR,Ukraine,2017,FALSE,Female,SEX_FMLE,77.67
ALB,Albania,2017,FALSE,Both sexes,SEX_BTSX,77.91
MKD,North Macedonia,2017,FALSE,Female,SEX_FMLE,77.92
SRB,Serbia,2017,FALSE,Female,SEX_FMLE,77.97
GEO,Georgia,2017,FALSE,Female,SEX_FMLE,78.02
SVN,Slovenia,2017,FALSE,Male,SEX_MLE,78
HRV,Croatia,2017,FALSE,Both sexes,SEX_BTSX,78.13
PRT,Portugal,2017,FALSE,Male,SEX_MLE,78.12
EST,Estonia,2017,FALSE,Both sexes,SEX_BTSX,78.22
BGR,Bulgaria,2017,FALSE,Female,SEX_FMLE,78.24
DEU,Germany,2017,FALSE,Male,SEX_MLE,78.51
GRC,Greece,2017,FALSE,Male,SEX_MLE,78.53
FIN,Finland,2017,FALSE,Male,SEX_MLE,78.68
ROU,Romania,2017,FALSE,Female,SEX_FMLE,78.77
CZE,Czechia,2017,FALSE,Both sexes,SEX_BTSX,78.85
BEL,Belgium,2017,FALSE,Male,SEX_MLE,78.9
ARM,Armenia,2017,FALSE,Female,SEX_FMLE,79.14
DNK,Denmark,2017,FALSE,Male,SEX_MLE,79.13
HUN,Hungary,2017,FALSE,Female,SEX_FMLE,79.13
BLR,Belarus,2017,FALSE,Female,SEX_FMLE,79.15
GBR,United Kingdom of Great Britain and Northern Ireland,2017,FALSE,Male,SEX_MLE,79.2
AUT,Austria,2017,FALSE,Male,SEX_MLE,79.2
FRA,France,2017,FALSE,Male,SEX_MLE,79.41
LVA,Latvia,2017,FALSE,Female,SEX_FMLE,79.53
BIH,Bosnia and Herzegovina,2017,FALSE,Female,SEX_FMLE,79.55
TUR,Türkiye,2017,FALSE,Female,SEX_FMLE,79.6
CYP,Cyprus,2017,FALSE,Male,SEX_MLE,79.83
IRL,Ireland,2017,FALSE,Male,SEX_MLE,79.84
ALB,Albania,2017,FALSE,Female,SEX_FMLE,79.87
MNE,Montenegro,2017,FALSE,Female,SEX_FMLE,79.98
NLD,Netherlands (Kingdom of the),2017,FALSE,Male,SEX_MLE,79.99
ESP,Spain,2017,FALSE,Male,SEX_MLE,80.08
LTU,Lithuania,2017,FALSE,Female,SEX_FMLE,80.13
MLT,Malta,2017,FALSE,Male,SEX_MLE,80.21
ITA,Italy,2017,FALSE,Male,SEX_MLE,80.39
SVK,Slovakia,2017,FALSE,Female,SEX_FMLE,80.38
ISR,Israel,2017,FALSE,Male,SEX_MLE,80.42
SWE,Sweden,2017,FALSE,Male,SEX_MLE,80.5
LUX,Luxembourg,2017,FALSE,Male,SEX_MLE,80.74
GRC,Greece,2017,FALSE,Both sexes,SEX_BTSX,80.69
DEU,Germany,2017,FALSE,Both sexes,SEX_BTSX,80.75
ISL,Iceland,2017,FALSE,Male,SEX_MLE,80.81
SVN,Slovenia,2017,FALSE,Both sexes,SEX_BTSX,80.79
NOR,Norway,2017,FALSE,Male,SEX_MLE,80.78
DNK,Denmark,2017,FALSE,Both sexes,SEX_BTSX,80.94
GBR,United Kingdom of Great Britain and Northern Ireland,2017,FALSE,Both sexes,SEX_BTSX,80.92
HRV,Croatia,2017,FALSE,Female,SEX_FMLE,81
PRT,Portugal,2017,FALSE,Both sexes,SEX_BTSX,81.15
BEL,Belgium,2017,FALSE,Both sexes,SEX_BTSX,81.15
CHE,Switzerland,2017,FALSE,Male,SEX_MLE,81.24
FIN,Finland,2017,FALSE,Both sexes,SEX_BTSX,81.32
POL,Poland,2017,FALSE,Female,SEX_FMLE,81.35
AUT,Austria,2017,FALSE,Both sexes,SEX_BTSX,81.39
NLD,Netherlands (Kingdom of the),2017,FALSE,Both sexes,SEX_BTSX,81.53
IRL,Ireland,2017,FALSE,Both sexes,SEX_BTSX,81.6
CZE,Czechia,2017,FALSE,Female,SEX_FMLE,81.69
CYP,Cyprus,2017,FALSE,Both sexes,SEX_BTSX,81.87
MLT,Malta,2017,FALSE,Both sexes,SEX_BTSX,82.06
SWE,Sweden,2017,FALSE,Both sexes,SEX_BTSX,82.08
FRA,France,2017,FALSE,Both sexes,SEX_BTSX,82.17
ISL,Iceland,2017,FALSE,Both sexes,SEX_BTSX,82.27
EST,Estonia,2017,FALSE,Female,SEX_FMLE,82.28
NOR,Norway,2017,FALSE,Both sexes,SEX_BTSX,82.33
ISR,Israel,2017,FALSE,Both sexes,SEX_BTSX,82.38
ITA,Italy,2017,FALSE,Both sexes,SEX_BTSX,82.52
GBR,United Kingdom of Great Britain and Northern Ireland,2017,FALSE,Female,SEX_FMLE,82.62
ESP,Spain,2017,FALSE,Both sexes,SEX_BTSX,82.68
LUX,Luxembourg,2017,FALSE,Both sexes,SEX_BTSX,82.7
DNK,Denmark,2017,FALSE,Female,SEX_FMLE,82.74
GRC,Greece,2017,FALSE,Female,SEX_FMLE,82.86
DEU,Germany,2017,FALSE,Female,SEX_FMLE,82.97
NLD,Netherlands (Kingdom of the),2017,FALSE,Female,SEX_FMLE,83.01
CHE,Switzerland,2017,FALSE,Both sexes,SEX_BTSX,83.14
BEL,Belgium,2017,FALSE,Female,SEX_FMLE,83.34
IRL,Ireland,2017,FALSE,Female,SEX_FMLE,83.35
SVN,Slovenia,2017,FALSE,Female,SEX_FMLE,83.5
AUT,Austria,2017,FALSE,Female,SEX_FMLE,83.51
SWE,Sweden,2017,FALSE,Female,SEX_FMLE,83.64
ISL,Iceland,2017,FALSE,Female,SEX_FMLE,83.75
MLT,Malta,2017,FALSE,Female,SEX_FMLE,83.85
NOR,Norway,2017,FALSE,Female,SEX_FMLE,83.85
CYP,Cyprus,2017,FALSE,Female,SEX_FMLE,83.92
FIN,Finland,2017,FALSE,Female,SEX_FMLE,83.92
PRT,Portugal,2017,FALSE,Female,SEX_FMLE,83.98
ISR,Israel,2017,FALSE,Female,SEX_FMLE,84.24
ITA,Italy,2017,FALSE,Female,SEX_FMLE,84.51
LUX,Luxembourg,2017,FALSE,Female,SEX_FMLE,84.62
FRA,France,2017,FALSE,Female,SEX_FMLE,84.81
CHE,Switzerland,2017,FALSE,Female,SEX_FMLE,84.95
ESP,Spain,2017,FALSE,Female,SEX_FMLE,85.21
UZB,Uzbekistan,2017,FALSE,Male,SEX_MLE,15.38
BLR,Belarus,2017,FALSE,Male,SEX_MLE,15.84
GEO,Georgia,2017,FALSE,Male,SEX_MLE,16.16
KAZ,Kazakhstan,2017,FALSE,Male,SEX_MLE,16.29
RUS,Russian Federation,2017,FALSE,Male,SEX_MLE,16.26
UKR,Ukraine,2017,FALSE,Male,SEX_MLE,16.43
ARM,Armenia,2017,FALSE,Male,SEX_MLE,16.42
MDA,Republic of Moldova,2017,FALSE,Male,SEX_MLE,16.42
TKM,Turkmenistan,2017,FALSE,Male,SEX_MLE,16.51
UZB,Uzbekistan,2017,FALSE,Both sexes,SEX_BTSX,16.64
KGZ,Kyrgyzstan,2017,FALSE,Male,SEX_MLE,16.93
LVA,Latvia,2017,FALSE,Male,SEX_MLE,17.02
BGR,Bulgaria,2017,FALSE,Male,SEX_MLE,17.15
HUN,Hungary,2017,FALSE,Male,SEX_MLE,17.41
LTU,Lithuania,2017,FALSE,Male,SEX_MLE,17.43
ROU,Romania,2017,FALSE,Male,SEX_MLE,17.65
UZB,Uzbekistan,2017,FALSE,Female,SEX_FMLE,17.71
SRB,Serbia,2017,FALSE,Male,SEX_MLE,17.79
MKD,North Macedonia,2017,FALSE,Male,SEX_MLE,18.15
TKM,Turkmenistan,2017,FALSE,Both sexes,SEX_BTSX,18.27
MNE,Montenegro,2017,FALSE,Male,SEX_MLE,18.37
SVK,Slovakia,2017,FALSE,Male,SEX_MLE,18.51
MDA,Republic of Moldova,2017,FALSE,Both sexes,SEX_BTSX,18.7
AZE,Azerbaijan,2017,FALSE,Male,SEX_MLE,18.72
EST,Estonia,2017,FALSE,Male,SEX_MLE,18.75
GEO,Georgia,2017,FALSE,Both sexes,SEX_BTSX,18.97
KAZ,Kazakhstan,2017,FALSE,Both sexes,SEX_BTSX,19
KGZ,Kyrgyzstan,2017,FALSE,Both sexes,SEX_BTSX,19.1
BIH,Bosnia and Herzegovina,2017,FALSE,Male,SEX_MLE,19.09
POL,Poland,2017,FALSE,Male,SEX_MLE,19.09
TUR,Türkiye,2017,FALSE,Male,SEX_MLE,19.2
TJK,Tajikistan,2017,FALSE,Male,SEX_MLE,19.19
HRV,Croatia,2017,FALSE,Male,SEX_MLE,19.25
BLR,Belarus,2017,FALSE,Both sexes,SEX_BTSX,19.41
UKR,Ukraine,2017,FALSE,Both sexes,SEX_BTSX,19.46
SRB,Serbia,2017,FALSE,Both sexes,SEX_BTSX,19.46
MKD,North Macedonia,2017,FALSE,Both sexes,SEX_BTSX,19.45
BGR,Bulgaria,2017,FALSE,Both sexes,SEX_BTSX,19.52
RUS,Russian Federation,2017,FALSE,Both sexes,SEX_BTSX,19.48
ARM,Armenia,2017,FALSE,Both sexes,SEX_BTSX,19.59
TKM,Turkmenistan,2017,FALSE,Female,SEX_FMLE,19.69
CZE,Czechia,2017,FALSE,Male,SEX_MLE,19.68
TJK,Tajikistan,2017,FALSE,Both sexes,SEX_BTSX,19.76
AZE,Azerbaijan,2017,FALSE,Both sexes,SEX_BTSX,19.92
HUN,Hungary,2017,FALSE,Both sexes,SEX_BTSX,19.95
ROU,Romania,2017,FALSE,Both sexes,SEX_BTSX,20
ALB,Albania,2017,FALSE,Male,SEX_MLE,20.14
TJK,Tajikistan,2017,FALSE,Female,SEX_FMLE,20.33
LVA,Latvia,2017,FALSE,Both sexes,SEX_BTSX,20.36
MDA,Republic of Moldova,2017,FALSE,Female,SEX_FMLE,20.5
MNE,Montenegro,2017,FALSE,Both sexes,SEX_BTSX,20.57
MKD,North Macedonia,2017,FALSE,Female,SEX_FMLE,20.64
BIH,Bosnia and Herzegovina,2017,FALSE,Both sexes,SEX_BTSX,20.68
LTU,Lithuania,2017,FALSE,Both sexes,SEX_BTSX,20.77
SRB,Serbia,2017,FALSE,Female,SEX_FMLE,20.85
TUR,Türkiye,2017,FALSE,Both sexes,SEX_BTSX,20.92
KGZ,Kyrgyzstan,2017,FALSE,Female,SEX_FMLE,20.97
AZE,Azerbaijan,2017,FALSE,Female,SEX_FMLE,20.97
KAZ,Kazakhstan,2017,FALSE,Female,SEX_FMLE,20.99
SVK,Slovakia,2017,FALSE,Both sexes,SEX_BTSX,20.97
ALB,Albania,2017,FALSE,Both sexes,SEX_BTSX,21.06
SVN,Slovenia,2017,FALSE,Male,SEX_MLE,21.17
GEO,Georgia,2017,FALSE,Female,SEX_FMLE,21.24
HRV,Croatia,2017,FALSE,Both sexes,SEX_BTSX,21.36
UKR,Ukraine,2017,FALSE,Female,SEX_FMLE,21.65
BGR,Bulgaria,2017,FALSE,Female,SEX_FMLE,21.63
DEU,Germany,2017,FALSE,Male,SEX_MLE,21.67
POL,Poland,2017,FALSE,Both sexes,SEX_BTSX,21.69
RUS,Russian Federation,2017,FALSE,Female,SEX_FMLE,21.79
CZE,Czechia,2017,FALSE,Both sexes,SEX_BTSX,21.83
PRT,Portugal,2017,FALSE,Male,SEX_MLE,21.88
DNK,Denmark,2017,FALSE,Male,SEX_MLE,22.03
HUN,Hungary,2017,FALSE,Female,SEX_FMLE,22.04
ALB,Albania,2017,FALSE,Female,SEX_FMLE,22.09
ROU,Romania,2017,FALSE,Female,SEX_FMLE,22.06
ARM,Armenia,2017,FALSE,Female,SEX_FMLE,22.09
BIH,Bosnia and Herzegovina,2017,FALSE,Female,SEX_FMLE,22.11
EST,Estonia,2017,FALSE,Both sexes,SEX_BTSX,22.1
FIN,Finland,2017,FALSE,Male,SEX_MLE,22.1
GRC,Greece,2017,FALSE,Male,SEX_MLE,22.15
BEL,Belgium,2017,FALSE,Male,SEX_MLE,22.17
AUT,Austria,2017,FALSE,Male,SEX_MLE,22.2
BLR,Belarus,2017,FALSE,Female,SEX_FMLE,22.19
TUR,Türkiye,2017,FALSE,Female,SEX_FMLE,22.47
MNE,Montenegro,2017,FALSE,Female,SEX_FMLE,22.52
CYP,Cyprus,2017,FALSE,Male,SEX_MLE,22.64
GBR,United Kingdom of Great Britain and Northern Ireland,2017,FALSE,Male,SEX_MLE,22.56
NLD,Netherlands (Kingdom of the),2017,FALSE,Male,SEX_MLE,22.63
IRL,Ireland,2017,FALSE,Male,SEX_MLE,22.72
LVA,Latvia,2017,FALSE,Female,SEX_FMLE,22.84
ESP,Spain,2017,FALSE,Male,SEX_MLE,22.91
MLT,Malta,2017,FALSE,Male,SEX_MLE,23.05
ITA,Italy,2017,FALSE,Male,SEX_MLE,23.04
SVK,Slovakia,2017,FALSE,Female,SEX_FMLE,23.04
LUX,Luxembourg,2017,FALSE,Male,SEX_MLE,23.12
FRA,France,2017,FALSE,Male,SEX_MLE,23.06
SWE,Sweden,2017,FALSE,Male,SEX_MLE,23.12
HRV,Croatia,2017,FALSE,Female,SEX_FMLE,23.22
NOR,Norway,2017,FALSE,Male,SEX_MLE,23.26
ISR,Israel,2017,FALSE,Male,SEX_MLE,23.27
LTU,Lithuania,2017,FALSE,Female,SEX_FMLE,23.32
SVN,Slovenia,2017,FALSE,Both sexes,SEX_BTSX,23.39
DEU,Germany,2017,FALSE,Both sexes,SEX_BTSX,23.41
DNK,Denmark,2017,FALSE,Both sexes,SEX_BTSX,23.4
GRC,Greece,2017,FALSE,Both sexes,SEX_BTSX,23.48
ISL,Iceland,2017,FALSE,Male,SEX_MLE,23.64
CZE,Czechia,2017,FALSE,Female,SEX_FMLE,23.74
GBR,United Kingdom of Great Britain and Northern Ireland,2017,FALSE,Both sexes,SEX_BTSX,23.77
CHE,Switzerland,2017,FALSE,Male,SEX_MLE,23.8
AUT,Austria,2017,FALSE,Both sexes,SEX_BTSX,23.85
NLD,Netherlands (Kingdom of the),2017,FALSE,Both sexes,SEX_BTSX,23.87
BEL,Belgium,2017,FALSE,Both sexes,SEX_BTSX,23.91
POL,Poland,2017,FALSE,Female,SEX_FMLE,23.91
IRL,Ireland,2017,FALSE,Both sexes,SEX_BTSX,24.04
CYP,Cyprus,2017,FALSE,Both sexes,SEX_BTSX,24.11
FIN,Finland,2017,FALSE,Both sexes,SEX_BTSX,24.07
PRT,Portugal,2017,FALSE,Both sexes,SEX_BTSX,24.07
SWE,Sweden,2017,FALSE,Both sexes,SEX_BTSX,24.28
NOR,Norway,2017,FALSE,Both sexes,SEX_BTSX,24.44
MLT,Malta,2017,FALSE,Both sexes,SEX_BTSX,24.54
ISL,Iceland,2017,FALSE,Both sexes,SEX_BTSX,24.57
EST,Estonia,2017,FALSE,Female,SEX_FMLE,24.59
LUX,Luxembourg,2017,FALSE,Both sexes,SEX_BTSX,24.69
DNK,Denmark,2017,FALSE,Female,SEX_FMLE,24.69
ISR,Israel,2017,FALSE,Both sexes,SEX_BTSX,24.71
ITA,Italy,2017,FALSE,Both sexes,SEX_BTSX,24.73
GRC,Greece,2017,FALSE,Female,SEX_FMLE,24.76
GBR,United Kingdom of Great Britain and Northern Ireland,2017,FALSE,Female,SEX_FMLE,24.9
DEU,Germany,2017,FALSE,Female,SEX_FMLE,25.02
NLD,Netherlands (Kingdom of the),2017,FALSE,Female,SEX_FMLE,25.02
ESP,Spain,2017,FALSE,Both sexes,SEX_BTSX,25.01
FRA,France,2017,FALSE,Both sexes,SEX_BTSX,25.14
