Indicators,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
General government expenditure (GGE)-In million constant (2022) US$,777231,820055,867298,923923,975466,1031229,1046225,1080037,1162248,1182174,1207817,1181041,1194176,1169345,1187731,1193913,1194037,1212672,1223109,1242308,1430947,1358321,1372118,1381624
